2015\09,20,0,0,0,4,0,0,0,0,0
2015\10,36,0,0,0,8,0,0,0,0,4
2015\11,142,0,0,0,1,0,0,0,0,2
2015\12,72,0,0,0,1,0,0,0,0,1
2016\01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016\02,21,0,0,0,7,1,0,0,0,0
2016\03,15,0,0,0,4,0,0,0,0,2
2016\04,30,0,0,0,7,1,0,0,0,4
2016\05,16,0,0,0,6,0,0,0,0,0
2016\06,6,0,0,0,2,0,0,0,0,0
2016\07,69,0,0,0,7,0,0,0,0,1
2016\08,13,0,0,0,4,0,0,0,0,2
2016\09,10,0,0,0,4,1,0,0,0,0
2016\10,23,0,0,0,5,2,0,0,0,1
2016\11,19,0,0,0,4,1,0,0,0,4
2016\12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017\01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017\02,61,0,0,0,26,1,0,0,0,8
2017\03,36,0,0,0,12,0,0,0,0,4
2017\04,8,0,0,0,4,0,0,0,0,0
2017\05,8,0,0,0,2,0,0,0,0,2
2017\06,11,0,0,0,1,0,0,0,0,1
2017\07,11,0,0,0,1,1,0,0,0,0
2017\08,4,0,0,0,3,0,0,0,0,1
2017\09,14,0,0,0,5,0,0,0,0,1
2017\10,12,0,0,0,1,1,1,0,0,0
2017\11,6,0,0,0,2,2,0,0,0,1
2017\12,1,0,0,0,1,0,0,0,0,0
2018\01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018\02,12,0,0,0,6,2,0,0,0,0
2018\03,20,0,0,0,8,3,0,0,0,3
2018\04,3,0,0,0,3,0,0,0,0,0
2018\05,41,0,0,0,20,0,0,0,0,1
2018\06,28,0,0,0,12,0,0,0,0,2
2018\07,54,0,0,0,9,1,0,0,0,8
2018\08,42,0,0,0,8,0,0,0,0,2
