2015\09,4,0,0,0,1,1,0,0,0,0
2015\10,2,0,0,0,0,1,0,0,0,0
2015\11,33,0,0,0,6,3,0,0,0,2
2015\12,9,0,0,0,4,1,0,0,0,1
2016\01,4,0,0,0,2,0,0,0,0,0
2016\02,107,0,0,0,20,5,0,0,0,8
2016\03,57,0,0,0,7,10,0,0,0,9
2016\04,44,0,0,0,5,5,0,0,0,2
2016\05,27,0,0,0,4,1,0,0,0,3
2016\06,9,0,0,0,0,2,0,0,0,2
2016\07,167,0,1,0,12,4,0,0,0,2
2016\08,134,0,0,0,8,2,0,0,0,0
2016\09,167,0,0,0,10,9,1,0,0,0
2016\10,144,0,0,0,11,7,0,0,0,1
2016\11,82,0,0,0,7,3,0,0,0,0
2016\12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017\01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017\02,277,0,0,1,40,11,0,0,0,8
2017\03,167,0,0,0,25,8,0,0,0,3
2017\04,135,0,0,0,6,5,0,0,0,2
2017\05,43,0,0,0,8,3,0,0,0,6
2017\06,156,0,0,1,14,0,0,0,0,3
2017\07,31,0,0,0,1,2,0,0,0,1
2017\08,98,0,0,6,9,4,0,0,0,3
2017\09,40,0,0,1,8,0,0,0,0,2
2017\10,194,0,0,0,11,16,0,0,0,4
2017\11,48,0,0,0,8,3,0,0,0,1
2017\12,35,0,0,1,3,0,0,0,0,0
2018\01,19,0,0,0,0,2,0,0,0,3
2018\02,115,0,3,0,12,0,0,0,0,7
2018\03,467,0,5,1,55,12,0,0,0,14
2018\04,27,0,1,0,3,3,0,0,0,2
2018\05,48,0,0,0,9,13,0,0,0,0
2018\06,24,0,0,0,3,9,0,0,0,1
2018\07,48,0,1,0,8,7,0,0,0,0
2018\08,26,1,0,0,5,1,0,0,0,1
