2015\09,24,0,0,0,4,2,0,0,0,2
2015\10,185,0,3,0,0,0,0,0,0,8
2015\11,90,0,0,1,5,0,0,0,0,6
2015\12,18,0,0,0,2,2,0,0,0,3
2016\01,1,0,0,0,0,0,0,0,0,1
2016\02,77,0,0,0,4,0,0,0,0,12
2016\03,131,0,0,2,18,14,0,0,0,8
2016\04,54,0,0,0,4,0,0,0,0,2
2016\05,19,0,0,0,3,0,0,0,0,3
2016\06,37,0,2,0,8,0,0,0,0,2
2016\07,100,0,0,0,19,2,0,0,0,1
2016\08,22,0,0,0,3,2,0,0,0,0
2016\09,15,0,0,0,2,0,0,0,0,1
2016\10,29,0,0,0,7,1,0,0,0,0
2016\11,8,0,0,0,3,0,0,0,0,0
2016\12,4,0,0,0,1,0,0,0,0,0
2017\01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017\02,48,0,0,0,6,2,0,0,0,7
2017\03,42,0,0,0,12,5,0,0,0,1
2017\04,16,0,0,0,7,2,0,0,0,0
2017\05,6,0,0,0,2,0,0,0,0,1
2017\06,37,0,0,0,6,3,0,0,0,2
2017\07,33,0,0,0,8,1,0,0,0,0
2017\08,25,0,1,0,2,2,0,0,0,0
2017\09,10,0,1,0,0,2,0,0,0,0
2017\10,50,0,0,0,0,10,1,0,0,1
2017\11,4,0,0,0,0,1,0,0,0,1
2017\12,12,0,0,1,0,2,0,0,0,0
2018\01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018\02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018\03,73,0,1,0,13,4,0,0,0,2
2018\04,12,0,0,0,4,0,0,0,0,2
2018\05,67,0,1,0,0,0,0,0,0,11
2018\06,13,0,0,0,1,0,0,0,0,4
2018\07,33,0,0,4,1,2,0,0,0,2
2018\08,40,0,0,4,0,0,0,0,0,0
