2015\09,11,0,0,0,4,0,0,0,0,2
2015\10,66,0,0,5,12,0,0,0,0,10
2015\11,255,0,0,1,5,0,0,0,0,12
2015\12,74,0,2,1,3,0,0,0,0,7
2016\01,3,0,0,0,0,0,0,0,0,3
2016\02,254,0,0,6,18,3,0,0,0,19
2016\03,303,6,3,3,16,2,0,0,0,32
2016\04,222,1,0,2,6,0,0,0,0,20
2016\05,326,0,0,36,12,0,0,0,0,15
2016\06,92,0,0,0,5,0,0,0,0,11
2016\07,374,0,0,0,8,0,0,0,0,36
2016\08,416,4,9,8,62,0,0,0,0,13
2016\09,222,3,8,8,1,0,0,0,0,16
2016\10,106,0,3,0,3,1,0,0,0,16
2016\11,239,0,5,0,8,0,0,0,0,19
2016\12,26,1,0,0,1,0,0,0,0,7
2017\01,9,0,1,0,0,0,0,0,0,3
2017\02,452,8,9,3,32,4,0,0,0,57
2017\03,256,0,15,0,7,0,0,0,0,36
2017\04,132,0,7,0,2,1,0,0,0,12
2017\05,73,0,6,4,1,0,0,0,0,9
2017\06,173,0,5,0,8,1,0,0,0,21
2017\07,76,0,4,0,2,0,0,0,0,18
2017\08,281,2,10,0,7,0,0,0,0,33
2017\09,317,0,15,1,8,2,0,0,0,50
2017\10,212,1,8,0,5,0,0,0,0,32
2017\11,170,1,8,0,0,0,0,0,0,29
2017\12,187,0,7,0,1,0,0,0,0,19
2018\01,39,0,5,0,3,0,0,0,0,4
2018\02,161,0,6,2,12,2,0,0,0,11
2018\03,1218,6,56,6,52,1,0,0,0,101
2018\04,143,0,5,0,4,0,0,0,0,22
2018\05,237,0,7,0,4,0,0,0,0,20
2018\06,269,6,14,0,17,0,0,0,0,27
2018\07,117,0,7,0,11,0,0,0,0,19
2018\08,183,0,11,0,6,0,0,0,0,23
