2015\09,57,0,2,0,0,0,0,0,0,11
2015\10,152,3,4,3,8,0,0,0,0,17
2015\11,51,3,0,0,2,0,0,0,0,5
2015\12,60,0,1,0,0,0,0,0,0,7
2016\01,2,0,0,0,1,0,0,0,0,1
2016\02,434,0,4,0,7,0,0,0,0,29
2016\03,270,4,3,0,5,0,0,0,0,30
2016\04,67,0,2,0,1,0,0,0,0,11
2016\05,102,0,0,3,1,0,0,0,0,16
2016\06,30,2,0,0,0,0,0,0,0,13
2016\07,61,0,0,0,0,0,0,0,0,9
2016\08,140,0,2,0,0,0,0,0,0,32
2016\09,116,0,3,0,1,0,0,0,0,28
2016\10,61,0,0,0,2,0,0,0,0,20
2016\11,116,2,0,0,1,0,0,0,0,25
2016\12,40,0,0,0,0,0,0,0,0,16
2017\01,16,0,0,0,0,0,0,0,0,6
2017\02,400,0,0,0,0,0,0,0,0,89
2017\03,155,0,2,0,1,0,0,0,0,39
2017\04,108,5,0,0,0,0,0,0,0,26
2017\05,110,4,0,0,4,0,0,0,0,26
2017\06,37,0,0,0,1,0,0,0,0,14
2017\07,55,0,0,0,0,0,0,0,0,21
2017\08,161,0,0,0,0,0,0,0,0,23
2017\09,581,4,8,0,6,0,0,0,0,31
2017\10,132,3,0,0,3,0,0,0,0,5
2017\11,310,0,0,0,0,0,0,0,0,19
2017\12,112,0,1,0,0,0,0,0,0,11
2018\01,73,1,0,0,0,0,0,0,0,3
2018\02,281,4,0,1,0,0,0,0,0,11
2018\03,1017,18,10,2,17,0,0,0,0,48
2018\04,96,0,1,0,0,0,0,0,0,12
2018\05,455,5,13,0,0,0,0,0,0,17
2018\06,644,5,36,0,0,0,0,0,0,23
2018\07,152,0,0,0,0,0,0,0,0,41
2018\08,230,1,1,0,0,0,0,0,0,56
