2015\09,69,8,4,5,0,0,0,0,0,22
2015\10,119,5,6,1,8,0,0,0,0,21
2015\11,96,10,0,1,2,0,0,0,0,12
2015\12,48,4,1,0,0,0,0,0,0,13
2016\01,8,0,0,0,0,0,0,0,0,5
2016\02,264,4,15,2,1,0,0,0,0,66
2016\03,448,21,13,0,3,0,0,0,0,64
2016\04,326,25,7,0,0,0,0,0,0,25
2016\05,434,29,4,0,2,0,0,0,0,42
2016\06,111,8,8,2,0,0,0,0,0,21
2016\07,109,6,7,0,0,0,0,0,0,6
2016\08,171,8,15,0,0,0,0,0,0,26
2016\09,104,3,6,0,4,0,0,0,0,30
2016\10,70,2,5,0,3,0,0,0,0,19
2016\11,37,2,5,0,1,0,0,0,0,7
2016\12,29,2,0,0,0,0,0,0,0,9
2017\01,7,0,1,0,0,0,0,0,0,3
2017\02,519,19,32,2,14,0,0,0,0,95
2017\03,164,0,6,8,10,0,0,0,0,39
2017\04,113,4,10,0,0,0,0,0,0,17
2017\05,131,8,1,0,3,0,0,0,0,23
2017\06,63,8,4,0,0,0,0,0,0,11
2017\07,29,5,0,0,0,0,0,0,0,7
2017\08,82,11,0,0,2,0,0,0,0,16
2017\09,124,9,3,1,0,0,0,0,0,21
2017\10,129,3,2,0,1,0,0,0,0,18
2017\11,133,0,4,0,0,0,0,0,0,11
2017\12,79,2,2,0,0,0,0,0,0,14
2018\01,43,6,0,0,0,0,0,0,0,5
2018\02,156,5,5,4,0,0,0,0,0,20
2018\03,626,28,21,13,4,0,0,0,0,86
2018\04,41,3,1,1,1,0,0,0,0,7
2018\05,137,4,1,3,2,0,0,0,0,23
2018\06,121,1,3,1,0,0,0,0,0,20
2018\07,117,6,3,2,1,0,0,0,0,23
2018\08,675,7,3,1,2,0,0,0,0,41
