2015\09,89,0,0,0,20,1,0,0,0,20
2015\10,204,0,0,0,30,3,0,0,0,21
2015\11,258,0,0,8,35,1,0,0,0,9
2015\12,106,0,0,0,11,0,0,0,0,29
2016\01,59,0,0,1,4,0,0,0,0,9
2016\02,384,0,0,8,68,17,0,0,0,47
2016\03,416,0,3,3,82,15,0,0,0,64
2016\04,302,0,0,0,49,1,0,0,0,43
2016\05,209,0,0,0,24,2,0,0,0,43
2016\06,311,0,0,8,44,1,0,0,0,39
2016\07,488,0,2,4,36,3,0,0,0,41
2016\08,499,0,0,1,44,3,0,0,0,28
2016\09,290,0,2,0,37,15,0,0,0,28
2016\10,403,0,0,1,29,8,0,0,0,29
2016\11,195,0,0,3,11,1,1,0,0,26
2016\12,142,0,0,0,10,7,0,0,0,22
2017\01,4,0,0,0,2,0,0,0,0,0
2017\02,567,0,2,0,92,4,0,0,0,53
2017\03,320,0,0,0,20,1,0,0,0,44
2017\04,96,0,0,0,26,2,0,0,0,5
2017\05,86,0,0,0,23,0,0,0,0,0
2017\06,136,0,0,0,10,6,0,0,0,15
2017\07,198,0,0,0,25,3,0,0,0,19
2017\08,64,0,2,0,23,1,0,0,0,2
2017\09,56,0,2,0,17,1,0,0,0,6
2017\10,188,0,0,0,10,21,0,1,0,10
2017\11,112,0,0,0,9,0,0,0,0,5
2017\12,195,0,0,0,2,4,0,0,0,6
2018\01,6,0,0,0,2,0,0,0,0,0
2018\02,50,0,0,2,14,3,0,0,0,2
2018\03,408,0,4,0,73,6,0,0,0,8
2018\04,50,0,0,0,13,6,0,0,0,3
2018\05,141,0,0,0,38,4,0,0,0,9
2018\06,108,0,0,0,34,2,0,0,0,8
2018\07,45,0,0,1,22,3,0,0,0,0
2018\08,50,0,1,1,18,2,0,0,0,8
