2015\09,18,0,0,0,4,0,0,0,0,7
2015\10,175,0,4,0,8,0,0,0,0,6
2015\11,14,0,0,1,7,0,0,0,0,1
2015\12,25,0,0,0,6,0,0,0,0,4
2016\01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016\02,29,0,0,1,7,3,0,0,0,8
2016\03,102,0,3,0,23,3,0,0,0,24
2016\04,22,0,0,0,1,2,0,0,0,4
2016\05,40,0,0,0,6,1,0,0,0,3
2016\06,21,0,0,0,13,0,0,0,0,1
2016\07,10,0,0,0,4,2,0,0,0,0
2016\08,10,0,0,0,3,1,0,0,0,2
2016\09,57,0,0,0,9,2,0,0,0,1
2016\10,9,0,0,0,1,3,0,0,0,0
2016\11,39,0,0,0,13,0,0,0,0,0
2016\12,38,0,0,0,12,0,0,0,0,2
2017\01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017\02,125,0,0,0,35,14,0,0,0,8
2017\03,104,0,0,0,34,5,0,0,0,9
2017\04,44,0,0,0,6,1,0,0,0,15
2017\05,50,0,2,1,3,5,0,0,0,16
2017\06,26,0,0,0,9,2,0,0,0,1
2017\07,6,0,0,0,2,2,0,0,0,0
2017\08,18,0,0,0,5,1,0,0,0,0
2017\09,6,0,0,0,2,2,0,0,0,0
2017\10,3,0,0,0,0,1,0,0,0,1
2017\11,15,0,0,0,1,8,0,0,0,0
2017\12,35,0,0,0,3,4,0,0,0,2
2018\01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018\02,30,0,0,0,4,3,0,0,0,2
2018\03,66,0,0,0,18,8,0,0,0,4
2018\04,39,0,0,0,14,6,0,0,0,2
2018\05,20,0,0,0,10,1,0,0,0,0
2018\06,36,0,0,2,4,1,0,0,0,4
2018\07,15,0,0,0,3,0,0,0,0,6
2018\08,20,0,0,0,4,0,0,0,0,10
