2015\09,10,0,0,0,2,3,0,0,0,0
2015\10,36,0,0,0,13,0,0,0,0,1
2015\11,10,0,0,0,3,0,0,0,0,1
2015\12,16,0,0,0,4,0,0,0,0,0
2016\01,10,0,0,0,3,0,0,0,0,0
2016\02,70,0,0,0,34,1,0,0,0,5
2016\03,76,0,0,0,13,2,0,0,0,10
2016\04,23,0,0,0,5,2,0,0,0,7
2016\05,16,0,0,1,2,0,0,0,0,0
2016\06,34,0,0,0,7,0,0,0,0,5
2016\07,32,0,0,0,7,0,0,0,0,4
2016\08,66,0,0,3,8,0,0,0,0,13
2016\09,41,0,0,2,3,7,0,0,0,5
2016\10,5,0,0,0,1,0,0,0,0,1
2016\11,3,0,0,0,3,0,0,0,0,0
2016\12,4,0,0,0,1,2,0,0,0,0
2017\01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017\02,71,0,0,0,19,13,0,0,0,5
2017\03,30,0,0,0,7,3,0,0,0,4
2017\04,68,0,0,0,5,0,0,0,0,18
2017\05,68,0,0,0,1,0,0,0,0,17
2017\06,44,0,0,0,7,6,0,0,0,1
2017\07,22,0,0,1,2,1,0,0,0,1
2017\08,13,0,0,0,1,0,0,0,0,3
2017\09,26,0,0,0,6,4,0,0,0,0
2017\10,21,0,0,0,7,0,0,0,0,2
2017\11,4,0,0,0,2,0,0,0,0,0
2017\12,1,0,0,0,1,0,0,0,0,0
2018\01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018\02,46,0,0,0,8,1,0,0,0,9
2018\03,97,0,0,0,14,7,0,0,0,12
2018\04,8,0,0,0,4,0,0,0,0,1
2018\05,95,0,0,8,30,3,0,0,0,4
2018\06,81,0,0,9,22,5,0,0,0,3
2018\07,51,0,1,7,15,3,0,0,0,0
2018\08,63,0,0,7,15,8,0,0,0,2
